country,variable,x1996,x1997,x1998,x1999,x2000,x2001,x2002,x2003,x2004,x2005,x2006,x2007,x2008,x2009,x2010,x2011,x2012,x2013,x2014,x2015,x2016,x2017,x2018,x2019
ALB,i_eci,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00227626604513993,-0.182292031831961,-0.125431580411994,-0.374321547955928,0.139434052120456,-0.105483293702535,-0.0485007486634157,-0.0955696036840203,-0.417271464102474,-0.421626543800494,-0.338761480551278,-0.202984135520782
ALB,eci_services,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ALB,eci_services_similarity,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ALB,hhi_services,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ALB,entropy_services,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.0219119679174727,-0.0140791868147462,-0.0148552137833276,-0.0175345286281716,-0.024888115757062,-0.05234822829404,-0.0579919772210414,-0.0564637888361608,-0.0512898019933365,-0.040889416709094,-0.0378009838067958,NaN
ALB,fitness_services,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ALB,service_exports,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ALB,gdp_pc,4908.941933575,4400.32130653073,4819.07719925571,5474.86055571279,5892.59364425186,6441.45321839079,6753.89431772554,7154.00930440527,7580.1428474705,8040.09700374503,8568.56638767935,9150.13460533756,9912.16773592072,10313.9217580263,10749.487319516,11052.7994174333,11227.9722306947,11361.2745741091,11586.8399668501,11878.4606894497,12291.8659510997,12770.9710014856,13317.0993107714,13656.5999245894
ALB,nat_res,175026820,128516338,120758229,116316899,112262722,123054202,140149889,158435127,232449376,295298036,359179266,589181658,1125235359,1290175662,1003835270,1300872982,1298839504,1784419710,1380224724,1177985444,1102028417,1058361476,1136039517,1222532162
ALB,hum_cap,8.89,8.97,9.05,9.13,9.21,9.256,9.302,9.348,9.394,9.44,9.484,9.528,9.572,9.616,9.66,9.74,9.82,9.9,9.98,10.06,10.126,10.192,10.258,10.324
ALB,ghg_emissions,7090.00015258789,6349.99990463257,6599.99990463257,7820.00017166138,8140.00034332275,8109.99965667725,8750,9090.00015258789,9159.99984741211,8949.99980926514,8850.00038146973,8859.99965667725,8600.00038146973,8640.00034332275,8899.99961853027,9329.99992370605,8880.00011444092,8930.00030517578,9359.99965667725,9220.00026702881,9090.00015258789,9659.99984741211,9449.99980926514,9010.00022888184
ALB,embodied_ghg_emissions,2864108.5682782,2145910.15463268,2463176.30937263,3663960.79345468,3801317.10600867,4078397.49778742,5050898.30793639,5411231.85776237,5224524.55530116,5716119.84542716,5412019.76601006,5400543.39156952,6066246.84282984,6189810.82143112,6075490.85743156,6305739.0086122,5984710.31488416,5986864.37283527,6494325.33190678,5635471.59657594,5495839.97671475,6151784.67293573,5799581.43018803,5844860.8614331
ALB,gini,45.12606,42.37336,43.04611,44.02241,45.98842,44.51731,43.8975,49.68204,48.0036,48.47159,47.45324,47.10123,47.81252,46.90583,46.82737,NaN,43.43926,42.72004,44.13451,43.92735,NaN,NaN,NaN,NaN
ALB,population,3168033,3148281,3128530,3108778,3089027,3060173,3051010,3039616,3026939,3011487,2992547,2970017,2947314,2927519,2913021,2905195,2900401,2895092,2889104,2880703,2876101,2873457,2866376,2854191
